price,suburb,region,house_type,bedrooms,bathrooms,floor_area,land_size,furnished,has_pool,has_solar,has_borehole,has_garage,has_garden,has_security,has_inverter,has_generator,amenities_count,missing_suburb,missing_region,location_issue,price_per_sqm_floor,price_per_hectare,price_per_bed,price_per_bath,size_ratio,value_density,amenity_score,energy_score,maintenance_burden,modern_amenities,bed_quality,bath_ratio,land_efficiency,segment,data_quality_score,log_price,house_category,segment_encoded,region_price_enc,suburb_price_enc,house_category_encoded,is_House,is_Townhouse,total_amenities,room_density,floor_to_land_ratio,bed_bath_ratio,listings_per_region,listings_per_suburb,renewable_energy_index,luxury_indicator,premium_indicator
580000.0,Pomona,Harare North,5 Bedroom Townhouse Complex,5.0,6.0,500.0,900.0,0,0,0,0,1,1,0,0,0,2,0,0,0,1160.0,6444444.444444445,116000.0,96666.66666666669,0.5555555555555556,644.4444444444445,2,0,1,0,0.01,1.2,0.5555555555555556,Luxury,7,13.270785106659046,Townhouse,3,470000.0,400000.0,1,False,True,2,0.01,0.5555555555555556,0.8333333333333334,659,34,0.0,1,1
400000.0,Chisipite,Harare North,5 Bedroom Townhouse Complex,5.0,5.0,400.0,1000.0,0,0,0,1,0,1,0,0,0,2,0,0,0,1000.0,4000000.0,80000.0,80000.0,0.4,400.0,1,1,1,0,0.0125,1.0,0.4,Premium,7,12.899222326086994,Townhouse,2,470000.0,617500.0,1,False,True,2,0.0125,0.4,1.0,659,24,0.25,0,1
580000.0,Mount Pleasant Heights,Harare North,5 Bedroom House,5.0,6.0,800.0,2561.0,0,1,1,1,1,1,1,0,0,6,0,0,0,725.0,2264740.335806325,116000.0,96666.66666666669,0.3123779773525966,226.47403358063255,4,2,2,1,0.00625,1.2,0.3123779773525966,Luxury,7,13.270785106659046,House,3,470000.0,350000.0,0,True,False,6,0.00625,0.31237797735259665,0.8333333333333334,659,29,0.5,1,1
365000.0,Avondale West,Harare West,3 Bedroom House,3.0,2.0,500.0,1190.0,0,0,0,0,0,1,0,0,0,1,0,0,0,730.0,3067226.8907563025,121666.66666666669,182500.0,0.4201680672268907,306.7226890756302,1,0,1,0,0.006,0.6666666666666666,0.4201680672268907,Premium,7,12.807655372286902,House,2,200000.0,280000.0,0,True,False,1,0.006,0.42016806722689076,1.5,374,19,0.0,0,1
680000.0,Prospect,Harare South,9 Bedroom House,9.0,8.0,2500.0,12141.0,0,1,1,1,1,1,1,0,0,6,0,0,0,272.0,560085.6601597891,75555.55555555556,85000.0,0.2059138456469813,56.008566015978914,4,2,2,1,0.0036,0.8888888888888888,0.2059138456469813,Luxury,7,13.429849547739444,House,3,145000.0,129000.0,0,True,False,6,0.0036,0.2059138456469813,1.125,221,12,0.5,1,1
105000.0,Arlington,Harare South,3 Bedroom Townhouse Complex,3.0,2.0,201.0,475.0,0,0,0,0,0,1,1,0,0,2,0,0,0,522.3880597014926,2210526.3157894737,35000.0,52500.0,0.4231578947368421,221.05263157894737,2,0,1,0,0.0149253731343283,0.6666666666666666,0.4231578947368421,Budget,7,11.561725152903833,Townhouse,0,145000.0,190000.0,1,False,True,2,0.014925373134328358,0.4231578947368421,1.5,221,47,0.0,0,0
350000.0,Hatfield,Harare South,5 Bedroom House,5.0,2.0,300.0,7927.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1166.6666666666667,441528.9516841176,70000.0,175000.0,0.0378453387157815,44.15289516841176,1,0,1,0,0.0166666666666666,0.4,0.0378453387157815,Premium,7,12.765691290604371,House,2,145000.0,215000.0,0,True,False,1,0.016666666666666666,0.03784533871578151,2.5,221,39,0.0,0,1
395000.0,Mandara,Harare East,4 Bedroom House,4.0,2.0,350.0,4047.0,0,1,0,0,1,1,1,0,0,4,0,0,0,1128.571428571429,976031.6283666914,98750.0,197500.0,0.0864838151717321,97.60316283666914,4,0,2,0,0.0114285714285714,0.5,0.0864838151717321,Premium,7,12.886643575525625,House,2,250000.0,300000.0,0,True,False,4,0.011428571428571429,0.08648381517173215,2.0,177,30,0.0,0,1
420000.0,Shawasha Hills,Harare North,5 Bedroom House,5.0,2.0,800.0,2030.0,0,1,1,1,1,1,1,0,0,6,0,0,0,525.0,2068965.5172413792,84000.0,210000.0,0.3940886699507389,206.89655172413796,4,2,2,1,0.00625,0.4,0.3940886699507389,Premium,7,12.948012371209098,House,2,470000.0,400000.0,0,True,False,6,0.00625,0.39408866995073893,2.5,659,21,0.5,0,1
230000.0,Unknown,Unknown,4 Bedroom House,4.0,3.0,800.0,7371.0,1,1,1,0,0,1,0,0,1,4,1,1,1,287.5,312033.6453669787,57500.0,76666.66666666667,0.1085334418667752,31.20336453669787,2,2,3,2,0.005,0.75,0.1085334418667752,Mid,7,12.345838935721968,House,1,105000.0,105000.0,0,True,False,4,0.005,0.1085334418667752,1.3333333333333333,182,182,0.5,0,0
130000.0,Unknown,Unknown,3 Bedroom House,3.0,3.0,213.0,1500.0,0,1,0,0,0,1,0,0,0,2,1,1,1,610.3286384976526,866666.6666666667,43333.333333333336,43333.333333333336,0.142,86.66666666666667,2,0,2,0,0.0140845070422535,1.0,0.142,Mid,7,11.775297421715829,House,1,105000.0,105000.0,0,True,False,2,0.014084507042253521,0.142,1.0,182,182,0.0,0,0
550000.0,Hogerty Hill,Harare North,4 Bedroom House,4.0,2.0,300.0,9500.0,0,0,0,0,1,1,0,0,0,2,0,0,0,1833.3333333333333,578947.3684210527,137500.0,275000.0,0.031578947368421,57.89473684210526,2,0,1,0,,0.5,,Luxury,7,13.21767537538882,House,3,470000.0,380000.0,0,True,False,2,0.013333333333333334,0.031578947368421054,2.0,659,29,0.0,1,1
400000.0,Avenues,Harare Cbd,4 Bedroom Townhouse Complex,4.0,2.0,220.0,669.0,0,0,0,0,1,1,1,0,0,3,0,0,0,1818.1818181818185,5979073.2436472345,100000.0,200000.0,0.3288490284005979,597.9073243647234,3,0,1,0,0.0181818181818181,0.5,0.3288490284005979,Premium,7,12.899222326086994,Townhouse,2,385000.0,352500.0,1,False,True,3,0.01818181818181818,0.32884902840059793,2.0,5,6,0.0,0,1
165000.0,Rockview,Harare East,4 Bedroom House,4.0,2.0,500.0,1230.0,0,0,0,0,1,1,0,0,0,2,0,0,0,330.0,1341463.4146341465,41250.0,82500.0,0.4065040650406504,134.14634146341464,2,0,1,0,0.008,0.5,0.4065040650406504,Mid,7,12.013706813470414,House,1,250000.0,105000.0,0,True,False,2,0.008,0.4065040650406504,2.0,177,11,0.0,0,0
260000.0,Sandton Park,Harare West,4 Bedroom House,4.0,2.0,1250.0,1250.0,1,0,1,1,1,1,1,0,0,5,0,0,0,208.0,2080000.0,65000.0,130000.0,1.0,208.0,3,2,1,1,0.0032,0.5,1.0,Premium,7,12.468440756144114,House,2,200000.0,140000.0,0,True,False,5,0.0032,1.0,2.0,374,28,0.5,0,1
80000.0,Fairview,Ruwa,4 Bedroom House,4.0,3.0,160.0,300.0,0,0,0,0,0,1,0,0,0,1,0,0,0,500.0,2666666.666666667,20000.0,26666.666666666668,0.5333333333333333,266.6666666666667,1,0,1,0,0.025,0.75,0.5333333333333333,Budget,7,11.289794413577894,House,0,91500.0,150000.0,0,True,False,1,0.025,0.5333333333333333,1.3333333333333333,50,15,0.0,0,0
360000.0,Athlone,Harare East,4 Bedroom House,4.0,2.0,1000.0,5432.0,0,1,1,1,1,1,1,1,0,7,0,0,0,360.0,662739.3225331369,90000.0,180000.0,0.1840942562592047,66.2739322533137,4,3,2,2,0.004,0.5,0.1840942562592047,Premium,7,12.793862088206213,House,2,250000.0,280000.0,0,True,False,7,0.004,0.18409425625920472,2.0,177,3,0.75,0,1
45000.0,Tafara,Harare High Density,3 Bedroom House,3.0,2.0,200.0,300.0,0,0,0,0,0,1,0,0,0,1,0,0,0,225.0,1500000.0,15000.0,22500.0,0.6666666666666666,150.0,1,0,1,0,0.015,0.6666666666666666,0.6666666666666666,Budget,7,10.714439990727769,House,0,45000.0,33500.0,0,True,False,1,0.015,0.6666666666666666,1.5,81,2,0.0,0,0
500000.0,Burnside,Bulawayo East,5 Bedroom House,5.0,5.0,1000.0,4100.0,0,0,1,1,1,1,1,0,1,6,0,0,0,500.0,1219512.1951219514,100000.0,100000.0,0.2439024390243902,121.95121951219512,3,3,2,2,0.005,1.0,0.2439024390243902,Luxury,7,13.122365377402328,House,3,220000.0,260000.0,0,True,False,6,0.005,0.24390243902439024,1.0,79,25,0.75,1,1
110000.0,Northgate Heights,Gweru,9 Bedroom House,9.0,5.0,500.0,1350.0,0,0,0,0,0,1,0,0,0,1,0,0,0,220.0,814814.8148148147,12222.222222222224,22000.0,0.3703703703703703,81.48148148148148,1,0,1,0,0.018,0.5555555555555556,0.3703703703703703,Budget,7,11.60824473564232,House,0,86250.0,110000.0,0,True,False,1,0.018,0.37037037037037035,1.8,20,1,0.0,0,0
900000.0,Quinnington,Harare North,6 Bedroom House,6.0,5.0,600.0,12000.0,0,1,0,1,1,1,1,0,0,5,0,0,0,1500.0,750000.0,150000.0,180000.0,0.05,75.0,4,1,2,0,0.01,0.8333333333333334,0.05,Luxury,7,13.71015115341694,House,3,470000.0,350000.0,0,True,False,5,0.01,0.05,1.2,659,17,0.25,1,1
415000.0,Gletwin Park,Harare North,5 Bedroom House,5.0,4.0,500.0,2030.0,0,1,0,1,0,1,0,0,0,3,0,0,0,830.0,2044334.975369458,83000.0,103750.0,0.2463054187192118,204.43349753694585,2,1,2,0,0.01,0.8,0.2463054187192118,Premium,7,12.936036208848488,House,2,470000.0,420000.0,0,True,False,3,0.01,0.24630541871921183,1.25,659,16,0.25,0,1
535000.0,Mount Pleasant,Harare North,4 Bedroom House,4.0,3.0,300.0,4000.0,0,1,0,1,1,1,1,1,0,6,0,0,0,1783.3333333333333,1337500.0,133750.0,178333.33333333334,0.075,133.75,4,2,2,1,0.0133333333333333,0.75,0.075,Luxury,7,13.190023895035274,House,3,470000.0,477500.0,0,True,False,6,0.013333333333333334,0.075,1.3333333333333333,659,52,0.5,1,1
29000.0,Southlea Park,Harare South,4 Bedroom House,4.0,2.0,200.0,200.0,0,0,0,0,0,1,0,0,0,1,0,0,0,145.0,1450000.0,7250.0,14500.0,1.0,145.0,1,0,1,0,0.02,0.5,1.0,Budget,7,10.275085591132717,House,0,145000.0,45000.0,0,True,False,1,0.02,1.0,2.0,221,6,0.0,0,0
340000.0,Avondale West,Harare West,6 Bedroom House,6.0,2.0,600.0,980.0,0,0,0,1,0,1,0,0,0,2,0,0,0,566.6666666666666,3469387.7551020407,56666.66666666666,170000.0,0.6122448979591837,346.9387755102041,1,1,1,0,0.01,0.3333333333333333,0.6122448979591837,Premium,7,12.73670383776449,House,2,200000.0,280000.0,0,True,False,2,0.01,0.6122448979591837,3.0,374,19,0.25,0,1
450000.0,Borrowdale West,Harare North,4 Bedroom House,4.0,2.0,300.0,2040.0,0,1,0,1,1,1,0,0,0,4,0,0,0,1500.0,2205882.3529411764,112500.0,225000.0,0.1470588235294117,220.58823529411765,3,1,2,0,0.0133333333333333,0.5,0.1470588235294117,Premium,7,13.017005083966255,House,2,470000.0,365000.0,0,True,False,4,0.013333333333333334,0.14705882352941177,2.0,659,10,0.25,0,1
181000.0,Suburbs,Bulawayo East,3 Bedroom House,3.0,2.0,250.0,1.0,0,0,0,0,1,1,0,0,0,2,0,0,0,724.0,1810000000.0,60333.333333333336,90500.0,250.0,181000.0,2,0,1,0,3.0,0.6666666666666666,1.0,Mid,7,12.10625783509458,House,1,220000.0,250000.0,0,True,False,2,0.012,250.0,1.5,79,10,0.0,0,0
40000.0,Budiriro,Harare High Density,4 Bedroom House,4.0,1.0,138.0,300.0,0,0,0,0,0,1,0,0,0,1,0,0,0,289.8550724637681,1333333.3333333335,10000.0,40000.0,0.46,133.33333333333334,1,0,1,0,0.0289855072463768,0.25,0.46,Budget,7,10.59665973278358,House,0,45000.0,47000.0,0,True,False,1,0.028985507246376812,0.46,4.0,81,14,0.0,0,0
800000.0,Marlborough,Harare West,4 Bedroom House,4.0,3.0,500.0,9070.0,0,0,0,1,1,1,0,0,0,3,0,0,0,1600.0,882028.6659316428,200000.0,266666.6666666667,0.0551267916207276,88.20286659316427,2,1,1,0,0.008,0.75,0.0551267916207276,Luxury,7,13.592368256649284,House,3,200000.0,260000.0,0,True,False,3,0.008,0.05512679162072767,1.3333333333333333,374,57,0.25,1,1
30000.0,Unknown,Unknown,2 Bedroom House,2.0,1.0,150.0,250.0,0,0,0,0,0,1,0,0,0,1,1,1,1,200.0,1200000.0,15000.0,30000.0,0.6,120.0,1,0,1,0,0.0133333333333333,0.5,0.6,Budget,7,10.308985993422082,House,0,105000.0,105000.0,0,True,False,1,0.013333333333333334,0.6,2.0,182,182,0.0,0,0
175000.0,Ilanda,Bulawayo East,3 Bedroom House,3.0,2.0,250.0,1856.0,0,0,1,1,1,1,1,0,0,5,0,0,0,700.0,942887.9310344828,58333.333333333336,87500.0,0.1346982758620689,94.28879310344828,3,2,1,1,,0.6666666666666666,,Mid,7,12.07254696717504,House,1,220000.0,175000.0,0,True,False,5,0.012,0.13469827586206898,1.5,79,3,0.5,0,0
85000.0,Unknown,Unknown,3 Bedroom Townhouse Complex,3.0,2.0,150.0,300.0,0,0,0,0,0,1,0,0,0,1,1,1,1,566.6666666666666,2833333.333333333,28333.33333333333,42500.0,0.5,283.3333333333333,1,0,1,0,0.02,0.6666666666666666,0.5,Budget,7,11.350418300109132,Townhouse,0,105000.0,105000.0,1,False,True,1,0.02,0.5,1.5,182,182,0.0,0,0
335000.0,Borrowdale West,Harare North,4 Bedroom Townhouse Complex,4.0,4.0,180.0,190.0,1,0,1,1,1,1,1,0,0,5,0,0,0,1861.111111111111,17631578.94736842,83750.0,83750.0,0.9473684210526316,1763.157894736842,3,2,1,1,0.0222222222222222,1.0,0.9473684210526316,Premium,7,12.721888795877376,Townhouse,2,470000.0,365000.0,1,False,True,5,0.022222222222222223,0.9473684210526315,1.0,659,10,0.5,0,1
590000.0,Marlborough,Harare West,4 Bedroom House,4.0,2.0,540.0,9148.0,0,0,0,1,1,1,0,0,0,3,0,0,0,1092.5925925925926,644949.715784871,147500.0,295000.0,0.0590292960209881,64.4949715784871,2,1,1,0,0.0074074074074074,0.5,0.0590292960209881,Luxury,7,13.28787951079572,House,3,200000.0,260000.0,0,True,False,3,0.007407407407407408,0.05902929602098819,2.0,374,57,0.25,1,1
215000.0,Hatfield,Harare South,5 Bedroom House,5.0,3.0,500.0,4600.0,0,1,0,0,0,1,0,0,0,2,0,0,0,430.0,467391.30434782605,43000.0,71666.66666666667,0.108695652173913,46.73913043478261,2,0,2,0,0.01,0.6,0.108695652173913,Mid,7,12.278397958261774,House,1,145000.0,215000.0,0,True,False,2,0.01,0.10869565217391304,1.6666666666666667,221,39,0.0,0,0
300000.0,Pomona,Harare North,4 Bedroom House,4.0,2.0,300.0,2000.0,0,0,0,0,1,1,0,0,0,2,0,0,0,1000.0,1500000.0,75000.0,150000.0,0.15,150.0,2,0,1,0,,0.5,,Premium,7,12.611541086966117,House,2,470000.0,400000.0,0,True,False,2,0.013333333333333334,0.15,2.0,659,34,0.0,0,1
425000.0,Chisipite,Harare North,8 Unit Townhouse Complex,4.0,3.0,278.0,558.0,0,0,1,1,0,1,0,0,0,3,0,0,0,1528.7769784172665,7616487.455197132,106250.0,141666.66666666666,0.4982078853046595,761.6487455197133,1,2,1,1,0.014388489208633,0.75,0.4982078853046595,Premium,7,12.959846800844964,Townhouse,2,470000.0,617500.0,1,False,True,3,0.014388489208633094,0.4982078853046595,1.3333333333333333,659,24,0.5,0,1
320000.0,Mt Pleasant Heights,Harare West,5 Bedroom House,5.0,4.0,800.0,1800.0,0,0,1,1,1,1,0,0,0,4,0,0,0,400.0,1777777.7777777778,64000.0,80000.0,0.4444444444444444,177.77777777777777,2,2,1,1,0.00625,0.8,0.4444444444444444,Premium,7,12.676079399771028,House,2,200000.0,300000.0,0,True,False,4,0.00625,0.4444444444444444,1.25,374,17,0.5,0,1
150000.0,Westgate,Harare West,3 Bedroom House,3.0,2.0,500.0,1000.0,0,0,0,1,0,1,1,0,0,3,0,0,0,300.0,1500000.0,50000.0,75000.0,0.5,150.0,2,1,1,0,0.006,0.6666666666666666,0.5,Mid,7,11.918397239722838,House,1,200000.0,150000.0,0,True,False,3,0.006,0.5,1.5,374,12,0.25,0,0
80000.0,Chikanga,Mutare,5 Bedroom House,5.0,3.0,200.0,470.0,0,0,0,0,0,1,1,0,0,2,0,0,0,400.0,1702127.6595744682,16000.0,26666.666666666668,0.425531914893617,170.2127659574468,2,0,1,0,0.025,0.6,0.425531914893617,Budget,7,11.289794413577894,House,0,170000.0,80000.0,0,True,False,2,0.025,0.425531914893617,1.6666666666666667,17,1,0.0,0,0
900000.0,Borrowdale,Harare North,5 Bedroom House,5.0,3.0,440.0,4100.0,0,0,0,1,1,1,0,0,0,3,0,0,0,2045.4545454545453,2195121.951219512,180000.0,300000.0,0.1073170731707317,219.5121951219512,2,1,1,0,0.0113636363636363,0.6,0.1073170731707317,Luxury,7,13.71015115341694,House,3,470000.0,700000.0,0,True,False,3,0.011363636363636364,0.1073170731707317,1.6666666666666667,659,63,0.25,1,1
295000.0,Avenues,Harare Cbd,20 Unit Townhouse Complex,4.0,3.0,250.0,400.0,0,0,0,0,1,1,1,0,0,3,0,0,0,1180.0,7375000.0,73750.0,98333.33333333331,0.625,737.5,3,0,1,0,0.016,0.75,0.625,Premium,7,12.59473402514672,Townhouse,2,385000.0,352500.0,1,False,True,3,0.016,0.625,1.3333333333333333,5,6,0.0,0,1
1000000.0,Glen Lorne,Harare North,5 Bedroom House,5.0,5.0,1000.0,5300.0,0,1,0,1,1,1,1,0,0,5,0,0,0,1000.0,1886792.452830189,200000.0,200000.0,0.1886792452830188,188.67924528301887,4,1,2,0,0.005,1.0,0.1886792452830188,Luxury,7,13.815511557963774,House,3,470000.0,650000.0,0,True,False,5,0.005,0.18867924528301888,1.0,659,55,0.25,1,1
250000.0,Selbourne Park,Bulawayo East,8 Bedroom House,8.0,8.0,800.0,1505.0,1,1,1,1,0,1,1,0,0,5,0,0,0,312.5,1661129.5681063123,31250.0,31250.0,0.53156146179402,166.11295681063123,3,2,2,1,,1.0,,Premium,7,12.429220196836384,House,2,220000.0,200000.0,0,True,False,5,0.01,0.53156146179402,1.0,79,7,0.5,0,1
599000.0,Gletwin Park,Harare North,8 Bedroom House,8.0,5.0,800.0,2083.0,0,0,0,1,0,1,0,0,0,2,0,0,0,748.75,2875660.1056168987,74875.0,119800.0,0.3840614498319731,287.5660105616899,1,1,1,0,0.01,0.625,0.3840614498319731,Luxury,7,13.303018546545276,House,3,470000.0,420000.0,0,True,False,2,0.01,0.3840614498319731,1.6,659,16,0.25,1,1
1140000.0,Greendale,Harare East,4 Bedroom House,4.0,3.0,300.0,16355.0,0,0,0,1,0,1,0,0,0,2,0,0,0,3800.0,697034.5460103943,285000.0,380000.0,0.0183430143686945,69.70345460103944,1,1,1,0,0.0133333333333333,0.75,0.0183430143686945,Luxury,7,13.946539697563276,House,3,250000.0,230000.0,0,True,False,2,0.013333333333333334,0.01834301436869459,1.3333333333333333,177,53,0.25,1,1
950000.0,Chisipite,Harare North,4 Bedroom House,4.0,2.0,4000.0,4000.0,0,1,0,1,1,1,0,0,0,4,0,0,0,237.5,2375000.0,237500.0,475000.0,1.0,237.5,3,1,2,0,0.001,0.5,1.0,Luxury,7,13.76421831620775,House,3,470000.0,617500.0,0,True,False,4,0.001,1.0,2.0,659,24,0.25,1,1
140000.0,Unknown,Unknown,4 Bedroom House,4.0,2.0,450.0,2300.0,0,0,0,0,0,1,0,0,0,1,1,1,1,311.1111111111111,608695.652173913,35000.0,70000.0,0.1956521739130435,60.869565217391305,1,0,1,0,0.0088888888888888,0.5,0.1956521739130435,Mid,7,11.849404844423074,House,1,105000.0,105000.0,0,True,False,1,0.008888888888888889,0.1956521739130435,2.0,182,182,0.0,0,0
475000.0,Hogerty Hill,Harare North,5 Bedroom House,5.0,4.0,750.0,2159.0,0,0,1,1,1,1,0,0,0,4,0,0,0,633.3333333333334,2200092.6354793883,95000.0,118750.0,0.3473830477072719,220.00926354793887,2,2,1,1,0.0066666666666666,0.8,0.3473830477072719,Premium,7,13.07107218827772,House,2,470000.0,380000.0,0,True,False,4,0.006666666666666667,0.3473830477072719,1.25,659,29,0.5,0,1
500000.0,Mount Pleasant Heights,Harare North,4 Bedroom House,4.0,2.0,250.0,1500.0,0,1,0,1,0,1,0,0,0,3,0,0,0,2000.0,3333333.333333333,125000.0,250000.0,0.1666666666666666,333.3333333333333,2,1,2,0,0.016,0.5,0.1666666666666666,Luxury,7,13.122365377402328,House,3,470000.0,350000.0,0,True,False,3,0.016,0.16666666666666666,2.0,659,29,0.25,1,1
740000.0,Rolf Valley,Harare North,4 Bedroom House,4.0,4.0,300.0,4021.0,0,1,1,1,0,1,0,0,0,4,0,0,0,2466.6666666666665,1840338.224322308,185000.0,185000.0,0.0746083063914449,184.0338224322308,2,2,2,1,,1.0,,Luxury,7,13.51440681653079,House,3,470000.0,680000.0,0,True,False,4,0.013333333333333334,0.07460830639144492,1.0,659,6,0.5,1,1
340000.0,Avondale West,Harare West,5 Bedroom House,5.0,3.0,600.0,937.0,0,0,0,1,0,1,0,0,0,2,0,0,0,566.6666666666666,3628601.921024546,68000.0,113333.33333333331,0.6403415154749199,362.8601921024546,1,1,1,0,0.0083333333333333,0.6,0.6403415154749199,Premium,7,12.73670383776449,House,2,200000.0,280000.0,0,True,False,2,0.008333333333333333,0.6403415154749199,1.6666666666666667,374,19,0.25,0,1
280000.0,Haydon Park,Harare West,5 Bedroom House,5.0,3.0,800.0,2054.0,0,0,0,1,1,1,0,1,0,4,0,0,0,350.0,1363193.7682570594,56000.0,93333.33333333331,0.3894839337877313,136.31937682570594,2,2,1,1,0.00625,0.6,0.3894839337877313,Premium,7,12.54254845357358,House,2,200000.0,166500.0,0,True,False,4,0.00625,0.3894839337877313,1.6666666666666667,374,8,0.5,0,1
395000.0,Wild Heritage Lodge,Kariba,3 Bedroom House,3.0,3.0,180.0,16187.0,1,1,0,0,1,1,0,0,1,4,0,0,0,2194.4444444444443,244022.98140483105,131666.66666666666,131666.66666666666,0.0111200345956631,24.402298140483104,3,1,3,1,0.0166666666666666,1.0,0.0111200345956631,Premium,7,12.886643575525625,House,2,240000.0,395000.0,0,True,False,4,0.016666666666666666,0.011120034595663186,1.0,2,1,0.25,0,1
550000.0,Chisipite,Harare North,7 Bedroom House,7.0,4.0,450.0,2100.0,0,1,0,1,0,1,0,0,0,3,0,0,0,1222.2222222222222,2619047.619047619,78571.42857142857,137500.0,0.2142857142857142,261.9047619047619,2,1,2,0,0.0155555555555555,0.5714285714285714,0.2142857142857142,Luxury,7,13.21767537538882,House,3,470000.0,617500.0,0,True,False,3,0.015555555555555555,0.21428571428571427,1.75,659,24,0.25,1,1
380000.0,Mount Pleasant Heights,Harare North,10 Bedroom Townhouse Complex,10.0,10.0,500.0,1300.0,0,0,1,1,0,1,1,0,0,4,0,0,0,760.0,2923076.923076923,38000.0,38000.0,0.3846153846153846,292.3076923076923,2,2,1,1,0.02,1.0,0.3846153846153846,Premium,7,12.847929163278051,Townhouse,2,470000.0,350000.0,1,False,True,4,0.02,0.38461538461538464,1.0,659,29,0.5,0,1
190000.0,Marlborough,Harare West,4 Bedroom Townhouse Complex,4.0,2.0,197.0,350.0,0,0,0,1,0,1,1,0,0,3,0,0,0,964.4670050761422,5428571.428571428,47500.0,95000.0,0.5628571428571428,542.8571428571429,2,1,1,0,0.0203045685279187,0.5,0.5628571428571428,Mid,7,12.154784614286667,Townhouse,1,200000.0,260000.0,1,False,True,3,0.02030456852791878,0.5628571428571428,2.0,374,57,0.25,0,0
1800000.0,Hogerty Hill,Harare North,8 Bedroom House,8.0,10.0,10000.0,22662.0,0,1,0,0,1,1,1,0,0,4,0,0,0,180.0,794281.1755361398,225000.0,180000.0,0.4412673197422999,79.42811755361397,4,0,2,0,0.0008,1.25,0.4412673197422999,Luxury,7,14.403297778421797,House,3,470000.0,380000.0,0,True,False,4,0.0008,0.4412673197422999,0.8,659,29,0.0,1,1
180000.0,Greendale,Harare East,3 Bedroom Townhouse Complex,3.0,2.0,150.0,450.0,0,0,0,0,1,1,1,0,0,3,0,0,0,1200.0,4000000.0,60000.0,90000.0,0.3333333333333333,400.0,3,0,1,0,0.02,0.6666666666666666,0.3333333333333333,Mid,7,12.100717685412471,Townhouse,1,250000.0,230000.0,1,False,True,3,0.02,0.3333333333333333,1.5,177,53,0.0,0,0
500000.0,Murambi,Mutare,6 Bedroom House,6.0,4.0,500.0,4482.0,0,1,0,0,1,1,1,0,0,4,0,0,0,1000.0,1115573.4047300313,83333.33333333333,125000.0,0.1115573404730031,111.55734047300312,4,0,2,0,0.012,0.6666666666666666,0.1115573404730031,Luxury,7,13.122365377402328,House,3,170000.0,290000.0,0,True,False,4,0.012,0.11155734047300313,1.5,17,4,0.0,1,1
110000.0,Paddonhurst,Bulawayo North,3 Bedroom House,3.0,1.0,250.0,920.0,0,0,0,0,1,1,1,0,0,3,0,0,0,440.0,1195652.1739130437,36666.66666666666,110000.0,0.2717391304347826,119.56521739130434,3,0,1,0,3.0,0.3333333333333333,0.0010869565217391,Budget,7,11.60824473564232,House,0,80000.0,75000.0,0,True,False,3,0.012,0.2717391304347826,3.0,25,5,0.0,0,0
1800000.0,Borrowdale,Harare North,6 Bedroom Townhouse Complex,6.0,3.0,500.0,14169.0,0,1,0,1,1,1,0,0,0,4,0,0,0,3600.0,1270378.9964005928,300000.0,600000.0,0.035288305455572,127.03789964005928,3,1,2,0,0.012,0.5,0.035288305455572,Luxury,7,14.403297778421797,Townhouse,3,470000.0,700000.0,1,False,True,4,0.012,0.035288305455572024,2.0,659,63,0.25,1,1
250000.0,Greendale,Harare East,4 Bedroom House,4.0,1.0,300.0,3711.0,0,0,0,1,1,1,1,0,0,4,0,0,0,833.3333333333334,673672.8644570197,62500.0,250000.0,0.0808407437348423,67.36728644570196,3,1,1,0,0.0133333333333333,0.25,0.0808407437348423,Premium,7,12.429220196836384,House,2,250000.0,230000.0,0,True,False,4,0.013333333333333334,0.08084074373484236,4.0,177,53,0.25,0,1
490000.0,Milton Park,Harare West,4 Bedroom House,4.0,4.0,495.0,2131.0,0,1,1,1,0,1,1,0,0,5,0,0,0,989.89898989899,2299389.9577663066,122500.0,122500.0,0.2322853120600657,229.9389957766307,3,2,2,1,0.008080808080808,1.0,0.2322853120600657,Premium,7,13.102162710901052,House,2,200000.0,425000.0,0,True,False,5,0.00808080808080808,0.2322853120600657,1.0,374,3,0.5,0,1
75000.0,Mabvazuva,Ruwa,4 Bedroom House,4.0,2.0,280.0,400.0,0,0,0,0,0,1,0,0,0,1,0,0,0,267.85714285714283,1875000.0,18750.0,37500.0,0.7,187.5,1,0,1,0,0.0142857142857142,0.5,0.7,Budget,7,11.225256725762891,House,0,91500.0,110000.0,0,True,False,1,0.014285714285714285,0.7,2.0,50,24,0.0,0,0
185000.0,New Marlborough,Harare West,3 Bedroom House,3.0,2.0,180.0,1890.0,0,0,0,1,0,1,0,0,0,2,0,0,0,1027.7777777777778,978835.9788359788,61666.66666666666,92500.0,0.0952380952380952,97.88359788359789,1,1,1,0,0.0166666666666666,0.6666666666666666,0.0952380952380952,Mid,7,12.128116509451258,House,1,200000.0,177500.0,0,True,False,2,0.016666666666666666,0.09523809523809523,1.5,374,14,0.25,0,0
